travel_id,place_id,place_name,source_city,travel_mode,approx_cost,approx_duration_hours,cost_per_hour,cost_category
13184,53,Wilson Hills,Shrirampur,Own_Car,2886,7.96,362.56,Economy
13185,53,Wilson Hills,Shrirampur,Bike,726,9.33,77.81,Budget
13186,53,Wilson Hills,Ahmednagar,Bus,727,8.12,89.53,Budget
13187,53,Wilson Hills,Ahmednagar,Train,809,5.57,145.24,Budget
13188,53,Wilson Hills,Ahmednagar,Flight,3596,1.93,1863.21,Standard
13189,53,Wilson Hills,Ahmednagar,Own_Car,3921,4.01,977.81,Standard
13190,53,Wilson Hills,Ahmednagar,Bike,1842,10.08,182.74,Economy
13191,53,Wilson Hills,Baramati,Bus,535,4.42,121.04,Budget
13192,53,Wilson Hills,Baramati,Train,836,9.4,88.94,Budget
13193,53,Wilson Hills,Baramati,Flight,4502,3.1,1452.26,Standard
13194,53,Wilson Hills,Baramati,Own_Car,4352,8.41,517.48,Standard
13195,53,Wilson Hills,Baramati,Bike,1184,10.72,110.45,Economy
13196,53,Wilson Hills,Karad,Bus,607,4.11,147.69,Budget
13197,53,Wilson Hills,Karad,Train,1667,9.03,184.61,Economy
13198,53,Wilson Hills,Karad,Flight,5715,1.0,5715.0,Premium
13199,53,Wilson Hills,Karad,Own_Car,4657,7.38,631.03,Standard
13200,53,Wilson Hills,Karad,Bike,1144,10.18,112.38,Economy
13201,53,Wilson Hills,Miraj,Bus,1460,4.72,309.32,Economy
13202,53,Wilson Hills,Miraj,Train,1839,7.81,235.47,Economy
13203,53,Wilson Hills,Miraj,Flight,4920,2.22,2216.22,Standard
13204,53,Wilson Hills,Miraj,Own_Car,3912,4.83,809.94,Standard
13205,53,Wilson Hills,Miraj,Bike,1662,10.8,153.89,Economy
13206,53,Wilson Hills,Ichalkaranji,Bus,1325,5.71,232.05,Economy
13207,53,Wilson Hills,Ichalkaranji,Train,1776,10.05,176.72,Economy
13208,53,Wilson Hills,Ichalkaranji,Flight,5450,1.8,3027.78,Premium
13209,53,Wilson Hills,Ichalkaranji,Own_Car,4766,4.81,990.85,Standard
13210,53,Wilson Hills,Ichalkaranji,Bike,895,5.72,156.47,Budget
13211,53,Wilson Hills,Hingoli,Bus,811,9.02,89.91,Budget
13212,53,Wilson Hills,Hingoli,Train,1225,5.36,228.54,Economy
13213,53,Wilson Hills,Hingoli,Flight,6516,2.32,2808.62,Premium
13214,53,Wilson Hills,Hingoli,Own_Car,1504,6.25,240.64,Economy
13215,53,Wilson Hills,Hingoli,Bike,1064,6.88,154.65,Economy
13216,53,Wilson Hills,Washim,Bus,1198,6.6,181.52,Economy
13217,53,Wilson Hills,Washim,Train,457,9.49,48.16,Budget
13218,53,Wilson Hills,Washim,Flight,4083,3.42,1193.86,Standard
13219,53,Wilson Hills,Washim,Own_Car,2431,9.54,254.82,Economy
13220,53,Wilson Hills,Washim,Bike,520,8.54,60.89,Budget
13221,53,Wilson Hills,Malegaon,Bus,491,9.62,51.04,Budget
13222,53,Wilson Hills,Malegaon,Train,1734,4.47,387.92,Economy
13223,53,Wilson Hills,Malegaon,Flight,6030,1.32,4568.18,Premium
13224,53,Wilson Hills,Malegaon,Own_Car,3541,7.79,454.56,Standard
13225,53,Wilson Hills,Malegaon,Bike,921,7.32,125.82,Budget
13226,53,Wilson Hills,Bhusawal,Bus,604,6.1,99.02,Budget
13227,53,Wilson Hills,Bhusawal,Train,1387,4.11,337.47,Economy
13228,53,Wilson Hills,Bhusawal,Flight,5364,1.02,5258.82,Premium
13229,53,Wilson Hills,Bhusawal,Own_Car,2475,9.36,264.42,Economy
13230,53,Wilson Hills,Bhusawal,Bike,1601,11.67,137.19,Economy
13231,53,Wilson Hills,Chalisgaon,Bus,1094,7.92,138.13,Economy
13232,53,Wilson Hills,Chalisgaon,Train,655,4.74,138.19,Budget
13233,53,Wilson Hills,Chalisgaon,Flight,6877,1.23,5591.06,Premium
13234,53,Wilson Hills,Chalisgaon,Own_Car,2692,8.16,329.9,Economy
13235,53,Wilson Hills,Chalisgaon,Bike,1973,5.69,346.75,Economy
13236,53,Wilson Hills,Pandharpur,Bus,1023,8.58,119.23,Economy
13237,53,Wilson Hills,Pandharpur,Train,328,6.36,51.57,Budget
13238,53,Wilson Hills,Pandharpur,Flight,6504,2.95,2204.75,Premium
13239,53,Wilson Hills,Pandharpur,Own_Car,2995,3.87,773.9,Economy
13240,53,Wilson Hills,Pandharpur,Bike,609,5.12,118.95,Budget
13241,53,Wilson Hills,Udgir,Bus,926,8.05,115.03,Budget
13242,53,Wilson Hills,Udgir,Train,390,8.84,44.12,Budget
13243,53,Wilson Hills,Udgir,Flight,6714,2.16,3108.33,Premium
13244,53,Wilson Hills,Udgir,Own_Car,4991,5.04,990.28,Standard
13245,53,Wilson Hills,Udgir,Bike,542,6.02,90.03,Budget
13246,53,Wilson Hills,Sangamner,Bus,777,8.57,90.67,Budget
13247,53,Wilson Hills,Sangamner,Train,871,6.33,137.6,Budget
13248,53,Wilson Hills,Sangamner,Flight,4171,1.37,3044.53,Standard
13249,53,Wilson Hills,Sangamner,Own_Car,4375,7.6,575.66,Standard
13250,53,Wilson Hills,Sangamner,Bike,1541,11.86,129.93,Economy
13251,54,Toranmal,Mumbai,Bus,1442,9.78,147.44,Economy
13252,54,Toranmal,Mumbai,Train,1963,6.42,305.76,Economy
13253,54,Toranmal,Mumbai,Flight,3299,3.33,990.69,Standard
13254,54,Toranmal,Mumbai,Own_Car,2935,3.59,817.55,Economy
13255,54,Toranmal,Mumbai,Bike,848,8.79,96.47,Budget
13256,54,Toranmal,Pune,Bus,1197,8.66,138.22,Economy
13257,54,Toranmal,Pune,Train,1587,9.81,161.77,Economy
13258,54,Toranmal,Pune,Flight,3071,3.47,885.01,Standard
13259,54,Toranmal,Pune,Own_Car,3194,5.01,637.52,Standard
13260,54,Toranmal,Pune,Bike,1197,6.06,197.52,Economy
13261,54,Toranmal,Nagpur,Bus,1126,6.85,164.38,Economy
13262,54,Toranmal,Nagpur,Train,1316,4.19,314.08,Economy
13263,54,Toranmal,Nagpur,Flight,6380,1.31,4870.23,Premium
13264,54,Toranmal,Nagpur,Own_Car,2221,7.93,280.08,Economy
13265,54,Toranmal,Nagpur,Bike,1631,11.15,146.28,Economy
13266,54,Toranmal,Nashik,Bus,870,4.26,204.23,Budget
13267,54,Toranmal,Nashik,Train,1719,6.82,252.05,Economy
13268,54,Toranmal,Nashik,Flight,3528,1.42,2484.51,Standard
13269,54,Toranmal,Nashik,Own_Car,4067,7.0,581.0,Standard
13270,54,Toranmal,Nashik,Bike,718,10.29,69.78,Budget
13271,54,Toranmal,Aurangabad,Bus,1248,8.55,145.96,Economy
13272,54,Toranmal,Aurangabad,Train,1283,10.02,128.04,Economy
13273,54,Toranmal,Aurangabad,Flight,5237,2.42,2164.05,Premium
13274,54,Toranmal,Aurangabad,Own_Car,2006,8.78,228.47,Economy
13275,54,Toranmal,Aurangabad,Bike,1910,6.45,296.12,Economy
13276,54,Toranmal,Thane,Bus,600,8.16,73.53,Budget
13277,54,Toranmal,Thane,Train,1157,3.96,292.17,Economy
13278,54,Toranmal,Thane,Flight,2850,3.33,855.86,Economy
13279,54,Toranmal,Thane,Own_Car,2090,7.02,297.72,Economy
13280,54,Toranmal,Thane,Bike,550,7.26,75.76,Budget
13281,54,Toranmal,Navi Mumbai,Bus,938,5.86,160.07,Budget
13282,54,Toranmal,Navi Mumbai,Train,1615,4.07,396.81,Economy
13283,54,Toranmal,Navi Mumbai,Flight,5276,2.57,2052.92,Premium
13284,54,Toranmal,Navi Mumbai,Own_Car,3172,9.51,333.54,Standard
13285,54,Toranmal,Navi Mumbai,Bike,748,5.07,147.53,Budget
13286,54,Toranmal,Kalyan,Bus,770,5.97,128.98,Budget
13287,54,Toranmal,Kalyan,Train,1110,8.98,123.61,Economy
13288,54,Toranmal,Kalyan,Flight,3887,1.1,3533.64,Standard
13289,54,Toranmal,Kalyan,Own_Car,4883,5.08,961.22,Standard
13290,54,Toranmal,Kalyan,Bike,1400,11.79,118.74,Economy
13291,54,Toranmal,Dombivli,Bus,1582,5.68,278.52,Economy
13292,54,Toranmal,Dombivli,Train,797,8.78,90.77,Budget
13293,54,Toranmal,Dombivli,Flight,4761,1.83,2601.64,Standard
13294,54,Toranmal,Dombivli,Own_Car,4196,4.61,910.2,Standard
13295,54,Toranmal,Dombivli,Bike,1905,10.33,184.41,Economy
13296,54,Toranmal,Amravati,Bus,1263,4.74,266.46,Economy
13297,54,Toranmal,Amravati,Train,358,10.41,34.39,Budget
13298,54,Toranmal,Amravati,Flight,3340,1.59,2100.63,Standard
13299,54,Toranmal,Amravati,Own_Car,4779,5.96,801.85,Standard
13300,54,Toranmal,Amravati,Bike,995,5.72,173.95,Budget
13301,54,Toranmal,Kolhapur,Bus,658,7.05,93.33,Budget
13302,54,Toranmal,Kolhapur,Train,1819,9.3,195.59,Economy
13303,54,Toranmal,Kolhapur,Flight,2934,2.87,1022.3,Economy
13304,54,Toranmal,Kolhapur,Own_Car,4942,7.88,627.16,Standard
13305,54,Toranmal,Kolhapur,Bike,900,11.3,79.65,Budget
13306,54,Toranmal,Solapur,Bus,535,4.14,129.23,Budget
13307,54,Toranmal,Solapur,Train,1245,4.43,281.04,Economy
13308,54,Toranmal,Solapur,Flight,2881,1.51,1907.95,Economy
13309,54,Toranmal,Solapur,Own_Car,3903,8.85,441.02,Standard
13310,54,Toranmal,Solapur,Bike,1706,10.23,166.76,Economy
13311,54,Toranmal,Sangli,Bus,1257,5.01,250.9,Economy
13312,54,Toranmal,Sangli,Train,538,8.22,65.45,Budget
13313,54,Toranmal,Sangli,Flight,6782,2.96,2291.22,Premium
13314,54,Toranmal,Sangli,Own_Car,3858,8.32,463.7,Standard
13315,54,Toranmal,Sangli,Bike,1703,9.42,180.79,Economy
13316,54,Toranmal,Satara,Bus,1326,8.89,149.16,Economy
13317,54,Toranmal,Satara,Train,1813,4.23,428.61,Economy
13318,54,Toranmal,Satara,Flight,5396,1.47,3670.75,Premium
13319,54,Toranmal,Satara,Own_Car,1702,9.67,176.01,Economy
13320,54,Toranmal,Satara,Bike,1687,11.58,145.68,Economy
13321,54,Toranmal,Ratnagiri,Bus,1578,8.89,177.5,Economy
13322,54,Toranmal,Ratnagiri,Train,1861,5.89,315.96,Economy
13323,54,Toranmal,Ratnagiri,Flight,2507,1.69,1483.43,Economy
13324,54,Toranmal,Ratnagiri,Own_Car,2731,8.19,333.46,Economy
13325,54,Toranmal,Ratnagiri,Bike,959,11.97,80.12,Budget
13326,54,Toranmal,Sindhudurg,Bus,1455,7.64,190.45,Economy
13327,54,Toranmal,Sindhudurg,Train,1881,6.16,305.36,Economy
13328,54,Toranmal,Sindhudurg,Flight,6127,1.9,3224.74,Premium
13329,54,Toranmal,Sindhudurg,Own_Car,1671,5.56,300.54,Economy
13330,54,Toranmal,Sindhudurg,Bike,1081,5.06,213.64,Economy
13331,54,Toranmal,Latur,Bus,1100,9.49,115.91,Economy
13332,54,Toranmal,Latur,Train,1308,4.7,278.3,Economy
13333,54,Toranmal,Latur,Flight,4031,1.65,2443.03,Standard
13334,54,Toranmal,Latur,Own_Car,2324,7.44,312.37,Economy
13335,54,Toranmal,Latur,Bike,1043,8.01,130.21,Economy
13336,54,Toranmal,Osmanabad,Bus,567,8.89,63.78,Budget
13337,54,Toranmal,Osmanabad,Train,1244,9.69,128.38,Economy
13338,54,Toranmal,Osmanabad,Flight,6442,1.73,3723.7,Premium
13339,54,Toranmal,Osmanabad,Own_Car,2902,7.12,407.58,Economy
13340,54,Toranmal,Osmanabad,Bike,1182,10.09,117.15,Economy
13341,54,Toranmal,Beed,Bus,481,4.42,108.82,Budget
13342,54,Toranmal,Beed,Train,1741,4.51,386.03,Economy
13343,54,Toranmal,Beed,Flight,5996,2.73,2196.34,Premium
13344,54,Toranmal,Beed,Own_Car,1960,5.43,360.96,Economy
13345,54,Toranmal,Beed,Bike,1087,6.41,169.58,Economy
13346,54,Toranmal,Jalgaon,Bus,474,7.8,60.77,Budget
13347,54,Toranmal,Jalgaon,Train,1133,9.43,120.15,Economy
13348,54,Toranmal,Jalgaon,Flight,6956,2.51,2771.31,Premium
13349,54,Toranmal,Jalgaon,Own_Car,2204,4.94,446.15,Economy
13350,54,Toranmal,Jalgaon,Bike,1203,10.04,119.82,Economy
13351,54,Toranmal,Dhule,Bus,879,5.07,173.37,Budget
13352,54,Toranmal,Dhule,Train,1032,8.03,128.52,Economy
13353,54,Toranmal,Dhule,Flight,3767,3.27,1151.99,Standard
13354,54,Toranmal,Dhule,Own_Car,1828,9.71,188.26,Economy
13355,54,Toranmal,Dhule,Bike,1851,9.33,198.39,Economy
13356,54,Toranmal,Nanded,Bus,1490,7.2,206.94,Economy
13357,54,Toranmal,Nanded,Train,1482,4.7,315.32,Economy
13358,54,Toranmal,Nanded,Flight,3080,3.35,919.4,Standard
13359,54,Toranmal,Nanded,Own_Car,2133,8.66,246.3,Economy
13360,54,Toranmal,Nanded,Bike,1700,11.14,152.6,Economy
13361,54,Toranmal,Parbhani,Bus,915,5.03,181.91,Budget
13362,54,Toranmal,Parbhani,Train,373,4.2,88.81,Budget
13363,54,Toranmal,Parbhani,Flight,4420,3.24,1364.2,Standard
13364,54,Toranmal,Parbhani,Own_Car,4925,5.86,840.44,Standard
13365,54,Toranmal,Parbhani,Bike,724,9.41,76.94,Budget
13366,54,Toranmal,Akola,Bus,1525,8.79,173.49,Economy
13367,54,Toranmal,Akola,Train,1738,7.59,228.99,Economy
13368,54,Toranmal,Akola,Flight,4884,3.44,1419.77,Standard
13369,54,Toranmal,Akola,Own_Car,2601,9.43,275.82,Economy
13370,54,Toranmal,Akola,Bike,1615,5.1,316.67,Economy
13371,54,Toranmal,Buldhana,Bus,982,7.75,126.71,Budget
13372,54,Toranmal,Buldhana,Train,678,5.57,121.72,Budget
13373,54,Toranmal,Buldhana,Flight,4994,2.39,2089.54,Standard
13374,54,Toranmal,Buldhana,Own_Car,2146,9.39,228.54,Economy
13375,54,Toranmal,Buldhana,Bike,1058,9.6,110.21,Economy
13376,54,Toranmal,Yavatmal,Bus,771,6.42,120.09,Budget
13377,54,Toranmal,Yavatmal,Train,437,4.95,88.28,Budget
13378,54,Toranmal,Yavatmal,Flight,6627,2.37,2796.2,Premium
13379,54,Toranmal,Yavatmal,Own_Car,2185,7.29,299.73,Economy
13380,54,Toranmal,Yavatmal,Bike,897,7.03,127.6,Budget
13381,54,Toranmal,Wardha,Bus,768,9.37,81.96,Budget
13382,54,Toranmal,Wardha,Train,1030,7.95,129.56,Economy
13383,54,Toranmal,Wardha,Flight,4089,2.04,2004.41,Standard
13384,54,Toranmal,Wardha,Own_Car,2319,7.93,292.43,Economy
13385,54,Toranmal,Wardha,Bike,1554,7.76,200.26,Economy
13386,54,Toranmal,Chandrapur,Bus,906,5.74,157.84,Budget
13387,54,Toranmal,Chandrapur,Train,328,5.84,56.16,Budget
13388,54,Toranmal,Chandrapur,Flight,6627,3.07,2158.63,Premium
13389,54,Toranmal,Chandrapur,Own_Car,1660,4.07,407.86,Economy
13390,54,Toranmal,Chandrapur,Bike,991,5.75,172.35,Budget
13391,54,Toranmal,Gondia,Bus,1402,8.26,169.73,Economy
13392,54,Toranmal,Gondia,Train,1629,5.94,274.24,Economy
13393,54,Toranmal,Gondia,Flight,2800,1.98,1414.14,Economy
13394,54,Toranmal,Gondia,Own_Car,2346,7.62,307.87,Economy
13395,54,Toranmal,Gondia,Bike,1045,7.58,137.86,Economy
13396,54,Toranmal,Bhandara,Bus,1395,6.06,230.2,Economy
13397,54,Toranmal,Bhandara,Train,1311,8.77,149.49,Economy
13398,54,Toranmal,Bhandara,Flight,3477,2.63,1322.05,Standard
13399,54,Toranmal,Bhandara,Own_Car,2540,6.94,365.99,Economy
13400,54,Toranmal,Bhandara,Bike,1813,6.98,259.74,Economy
13401,54,Toranmal,Raigad,Bus,785,5.67,138.45,Budget
13402,54,Toranmal,Raigad,Train,548,3.95,138.73,Budget
13403,54,Toranmal,Raigad,Flight,4377,2.54,1723.23,Standard
13404,54,Toranmal,Raigad,Own_Car,3479,8.37,415.65,Standard
13405,54,Toranmal,Raigad,Bike,986,5.94,165.99,Budget
13406,54,Toranmal,Palghar,Bus,1509,6.87,219.65,Economy
13407,54,Toranmal,Palghar,Train,1806,7.25,249.1,Economy
13408,54,Toranmal,Palghar,Flight,3035,1.64,1850.61,Standard
13409,54,Toranmal,Palghar,Own_Car,4304,8.96,480.36,Standard
13410,54,Toranmal,Palghar,Bike,1257,5.51,228.13,Economy
13411,54,Toranmal,Vasai,Bus,1415,4.49,315.14,Economy
13412,54,Toranmal,Vasai,Train,1414,9.82,143.99,Economy
13413,54,Toranmal,Vasai,Flight,6990,3.28,2131.1,Premium
13414,54,Toranmal,Vasai,Own_Car,3775,7.92,476.64,Standard
13415,54,Toranmal,Vasai,Bike,1568,10.73,146.13,Economy
13416,54,Toranmal,Virar,Bus,1531,7.39,207.17,Economy
13417,54,Toranmal,Virar,Train,330,6.72,49.11,Budget
13418,54,Toranmal,Virar,Flight,2989,2.24,1334.37,Economy
13419,54,Toranmal,Virar,Own_Car,2803,7.36,380.84,Economy
13420,54,Toranmal,Virar,Bike,1394,10.12,137.75,Economy
13421,54,Toranmal,Panvel,Bus,1353,6.3,214.76,Economy
13422,54,Toranmal,Panvel,Train,483,9.73,49.64,Budget
13423,54,Toranmal,Panvel,Flight,6333,1.89,3350.79,Premium
13424,54,Toranmal,Panvel,Own_Car,4119,4.7,876.38,Standard
13425,54,Toranmal,Panvel,Bike,817,6.24,130.93,Budget
13426,54,Toranmal,Alibaug,Bus,636,6.91,92.04,Budget
13427,54,Toranmal,Alibaug,Train,340,8.35,40.72,Budget
13428,54,Toranmal,Alibaug,Flight,6527,3.23,2020.74,Premium
13429,54,Toranmal,Alibaug,Own_Car,1770,9.38,188.7,Economy
13430,54,Toranmal,Alibaug,Bike,1306,11.58,112.78,Economy
13431,54,Toranmal,Shrirampur,Bus,675,7.33,92.09,Budget
13432,54,Toranmal,Shrirampur,Train,629,5.66,111.13,Budget
13433,54,Toranmal,Shrirampur,Flight,5249,1.47,3570.75,Premium
13434,54,Toranmal,Shrirampur,Own_Car,2357,5.85,402.91,Economy
13435,54,Toranmal,Shrirampur,Bike,820,9.24,88.74,Budget
13436,54,Toranmal,Ahmednagar,Bus,1193,6.83,174.67,Economy
13437,54,Toranmal,Ahmednagar,Train,635,4.88,130.12,Budget
13438,54,Toranmal,Ahmednagar,Flight,6234,2.16,2886.11,Premium
13439,54,Toranmal,Ahmednagar,Own_Car,3668,6.9,531.59,Standard
13440,54,Toranmal,Ahmednagar,Bike,1215,7.26,167.36,Economy
13441,54,Toranmal,Baramati,Bus,996,5.08,196.06,Budget
13442,54,Toranmal,Baramati,Train,1345,7.27,185.01,Economy
13443,54,Toranmal,Baramati,Flight,4782,1.21,3952.07,Standard
13444,54,Toranmal,Baramati,Own_Car,1804,6.42,281.0,Economy
13445,54,Toranmal,Baramati,Bike,530,7.0,75.71,Budget
13446,54,Toranmal,Karad,Bus,411,8.07,50.93,Budget
13447,54,Toranmal,Karad,Train,1155,3.7,312.16,Economy
13448,54,Toranmal,Karad,Flight,3326,3.05,1090.49,Standard
13449,54,Toranmal,Karad,Own_Car,3798,7.84,484.44,Standard
13450,54,Toranmal,Karad,Bike,1437,7.72,186.14,Economy
13451,54,Toranmal,Miraj,Bus,1525,4.35,350.57,Economy
13452,54,Toranmal,Miraj,Train,1223,5.25,232.95,Economy
13453,54,Toranmal,Miraj,Flight,4354,2.93,1486.01,Standard
13454,54,Toranmal,Miraj,Own_Car,2535,7.86,322.52,Economy
13455,54,Toranmal,Miraj,Bike,502,6.67,75.26,Budget
13456,54,Toranmal,Ichalkaranji,Bus,1035,5.36,193.1,Economy
13457,54,Toranmal,Ichalkaranji,Train,487,4.18,116.51,Budget
13458,54,Toranmal,Ichalkaranji,Flight,2810,2.79,1007.17,Economy
13459,54,Toranmal,Ichalkaranji,Own_Car,2867,8.35,343.35,Economy
13460,54,Toranmal,Ichalkaranji,Bike,782,9.46,82.66,Budget
13461,54,Toranmal,Hingoli,Bus,1549,7.58,204.35,Economy
13462,54,Toranmal,Hingoli,Train,994,9.82,101.22,Budget
13463,54,Toranmal,Hingoli,Flight,3757,1.05,3578.1,Standard
13464,54,Toranmal,Hingoli,Own_Car,4899,8.11,604.07,Standard
13465,54,Toranmal,Hingoli,Bike,1101,6.32,174.21,Economy
13466,54,Toranmal,Washim,Bus,1055,8.61,122.53,Economy
13467,54,Toranmal,Washim,Train,1862,7.28,255.77,Economy
13468,54,Toranmal,Washim,Flight,3791,3.15,1203.49,Standard
13469,54,Toranmal,Washim,Own_Car,4286,9.55,448.8,Standard
13470,54,Toranmal,Washim,Bike,1069,6.07,176.11,Economy
13471,54,Toranmal,Malegaon,Bus,1430,5.69,251.32,Economy
13472,54,Toranmal,Malegaon,Train,1678,4.02,417.41,Economy
13473,54,Toranmal,Malegaon,Flight,3927,2.89,1358.82,Standard
13474,54,Toranmal,Malegaon,Own_Car,1904,8.51,223.74,Economy
13475,54,Toranmal,Malegaon,Bike,1353,8.89,152.19,Economy
13476,54,Toranmal,Bhusawal,Bus,1590,9.89,160.77,Economy
13477,54,Toranmal,Bhusawal,Train,1580,8.92,177.13,Economy
13478,54,Toranmal,Bhusawal,Flight,4245,3.11,1364.95,Standard
13479,54,Toranmal,Bhusawal,Own_Car,4835,8.09,597.65,Standard
13480,54,Toranmal,Bhusawal,Bike,1231,7.17,171.69,Economy
13481,54,Toranmal,Chalisgaon,Bus,522,4.06,128.57,Budget
13482,54,Toranmal,Chalisgaon,Train,697,10.5,66.38,Budget
13483,54,Toranmal,Chalisgaon,Flight,2754,1.19,2314.29,Economy
13484,54,Toranmal,Chalisgaon,Own_Car,3445,7.38,466.8,Standard
13485,54,Toranmal,Chalisgaon,Bike,1518,9.25,164.11,Economy
13486,54,Toranmal,Pandharpur,Bus,862,4.22,204.27,Budget
13487,54,Toranmal,Pandharpur,Train,1571,4.99,314.83,Economy
13488,54,Toranmal,Pandharpur,Flight,6904,2.99,2309.03,Premium
13489,54,Toranmal,Pandharpur,Own_Car,2498,5.11,488.85,Economy
13490,54,Toranmal,Pandharpur,Bike,1010,7.21,140.08,Economy
13491,54,Toranmal,Udgir,Bus,805,5.87,137.14,Budget
13492,54,Toranmal,Udgir,Train,1116,5.11,218.4,Economy
13493,54,Toranmal,Udgir,Flight,3178,2.9,1095.86,Standard
13494,54,Toranmal,Udgir,Own_Car,2907,8.32,349.4,Economy
13495,54,Toranmal,Udgir,Bike,1226,5.53,221.7,Economy
13496,54,Toranmal,Sangamner,Bus,1240,9.36,132.48,Economy
13497,54,Toranmal,Sangamner,Train,1536,4.67,328.91,Economy
13498,54,Toranmal,Sangamner,Flight,6297,1.98,3180.3,Premium
13499,54,Toranmal,Sangamner,Own_Car,4221,8.91,473.74,Standard
13500,54,Toranmal,Sangamner,Bike,890,9.03,98.56,Budget
13501,55,Harishchandragad,Mumbai,Bus,832,8.16,101.96,Budget
13502,55,Harishchandragad,Mumbai,Train,1552,7.43,208.88,Economy
13503,55,Harishchandragad,Mumbai,Flight,3194,2.4,1330.83,Standard
13504,55,Harishchandragad,Mumbai,Own_Car,3887,8.75,444.23,Standard
13505,55,Harishchandragad,Mumbai,Bike,742,9.51,78.02,Budget
13506,55,Harishchandragad,Pune,Bus,925,4.98,185.74,Budget
13507,55,Harishchandragad,Pune,Train,1590,7.08,224.58,Economy
13508,55,Harishchandragad,Pune,Flight,2755,2.98,924.5,Economy
13509,55,Harishchandragad,Pune,Own_Car,4091,8.23,497.08,Standard
13510,55,Harishchandragad,Pune,Bike,1391,11.4,122.02,Economy
13511,55,Harishchandragad,Nagpur,Bus,403,7.78,51.8,Budget
13512,55,Harishchandragad,Nagpur,Train,1575,8.49,185.51,Economy
13513,55,Harishchandragad,Nagpur,Flight,3327,3.16,1052.85,Standard
13514,55,Harishchandragad,Nagpur,Own_Car,2852,4.73,602.96,Economy
13515,55,Harishchandragad,Nagpur,Bike,769,11.51,66.81,Budget
13516,55,Harishchandragad,Nashik,Bus,1486,9.9,150.1,Economy
13517,55,Harishchandragad,Nashik,Train,1014,6.68,151.8,Economy
13518,55,Harishchandragad,Nashik,Flight,2740,2.96,925.68,Economy
13519,55,Harishchandragad,Nashik,Own_Car,3942,4.64,849.57,Standard
13520,55,Harishchandragad,Nashik,Bike,1264,9.14,138.29,Economy
13521,55,Harishchandragad,Aurangabad,Bus,1039,9.55,108.8,Economy
13522,55,Harishchandragad,Aurangabad,Train,1230,10.03,122.63,Economy
13523,55,Harishchandragad,Aurangabad,Flight,6266,1.29,4857.36,Premium
13524,55,Harishchandragad,Aurangabad,Own_Car,4689,3.91,1199.23,Standard
13525,55,Harishchandragad,Aurangabad,Bike,1156,7.37,156.85,Economy
13526,55,Harishchandragad,Thane,Bus,1418,7.79,182.03,Economy
13527,55,Harishchandragad,Thane,Train,1736,8.04,215.92,Economy
13528,55,Harishchandragad,Thane,Flight,6979,1.72,4057.56,Premium
13529,55,Harishchandragad,Thane,Own_Car,3302,4.55,725.71,Standard
13530,55,Harishchandragad,Thane,Bike,789,11.24,70.2,Budget
13531,55,Harishchandragad,Navi Mumbai,Bus,680,7.41,91.77,Budget
13532,55,Harishchandragad,Navi Mumbai,Train,1642,5.0,328.4,Economy
13533,55,Harishchandragad,Navi Mumbai,Flight,3500,1.81,1933.7,Standard
13534,55,Harishchandragad,Navi Mumbai,Own_Car,4319,8.29,520.99,Standard
13535,55,Harishchandragad,Navi Mumbai,Bike,646,5.87,110.05,Budget
13536,55,Harishchandragad,Kalyan,Bus,1139,5.81,196.04,Economy
13537,55,Harishchandragad,Kalyan,Train,901,4.34,207.6,Budget
13538,55,Harishchandragad,Kalyan,Flight,2598,2.59,1003.09,Economy
13539,55,Harishchandragad,Kalyan,Own_Car,2070,9.57,216.3,Economy
13540,55,Harishchandragad,Kalyan,Bike,622,6.76,92.01,Budget
13541,55,Harishchandragad,Dombivli,Bus,767,6.59,116.39,Budget
13542,55,Harishchandragad,Dombivli,Train,1418,4.47,317.23,Economy
13543,55,Harishchandragad,Dombivli,Flight,6235,2.21,2821.27,Premium
13544,55,Harishchandragad,Dombivli,Own_Car,4584,8.34,549.64,Standard
13545,55,Harishchandragad,Dombivli,Bike,983,10.0,98.3,Budget
13546,55,Harishchandragad,Amravati,Bus,553,5.3,104.34,Budget
13547,55,Harishchandragad,Amravati,Train,492,5.97,82.41,Budget
13548,55,Harishchandragad,Amravati,Flight,6438,1.49,4320.81,Premium
13549,55,Harishchandragad,Amravati,Own_Car,4647,4.18,1111.72,Standard
13550,55,Harishchandragad,Amravati,Bike,1048,6.47,161.98,Economy
13551,55,Harishchandragad,Kolhapur,Bus,485,4.39,110.48,Budget
13552,55,Harishchandragad,Kolhapur,Train,1265,5.57,227.11,Economy
13553,55,Harishchandragad,Kolhapur,Flight,5128,3.38,1517.16,Premium
13554,55,Harishchandragad,Kolhapur,Own_Car,3753,7.97,470.89,Standard
13555,55,Harishchandragad,Kolhapur,Bike,1666,8.7,191.49,Economy
13556,55,Harishchandragad,Solapur,Bus,1240,6.66,186.19,Economy
13557,55,Harishchandragad,Solapur,Train,1718,8.31,206.74,Economy
13558,55,Harishchandragad,Solapur,Flight,4743,2.57,1845.53,Standard
13559,55,Harishchandragad,Solapur,Own_Car,4208,3.86,1090.16,Standard
13560,55,Harishchandragad,Solapur,Bike,808,7.16,112.85,Budget
13561,55,Harishchandragad,Sangli,Bus,1089,9.93,109.67,Economy
13562,55,Harishchandragad,Sangli,Train,1082,10.19,106.18,Economy
13563,55,Harishchandragad,Sangli,Flight,4867,1.41,3451.77,Standard
